년도,분류,형태,제목,1저자,공저자,초록,키워드
,,Paper,Use of Nurses in Tele-Consultation for Patients in Remote Areas,Metilda Robin,Teenu Xavier and Deepak Agrawal,"There is poor penetration of trauma healthcare delivery in rural areas. On the other hand, mobile penetration in India is now averaging 80% with most families having access to mobile phone. The aim of this study was to evaluate the effectiveness of tele-consultation by nurses using an integrated call centre. This was a prospective observational study carried out over a 6-month period at a level I trauma Center in New Delhi, India. Patients called the call centre and the specially trained call centre staff answered the calls who handled their simple queries, if they were unable to respond, the call was directed to the nurse informatics specialist on duty responded to their queries with the help of senior residents who were posted in emergency department. The nurse informatics specialist documents a tele-consult note in CPRS(Computerized Patient Record System). Of the total 150 calls , 64 calls were diverted to the nurse informatics specialist(NIS). Of the 64 calls received by the NIS 55 (85%) were rectified by the nurses at their level and 9 calls (14%) were further discussed with the concerned doctors. As shown by our case study, call centers can be used for tele consultation with the help of nurse informatics specialist.","Call center, head Injury, healthcare delivery, rural, tele ?consultation, nurse informatics specialist"
,,Paper,Evaluation of Acceptance of Nursing Information System in a German and American Hospital,Anne-Maria Vollmer,"Hans-Ulrich Prokosch, Scott Evans and Kathryn Kuttler","Nursing Information Systems (NIS) are not well-adopted and accepted in Germany. The evaluation of a NIS deployment in a German University Hospital supports this assumption. A second side study in the US should point out the differences regarding the technical and organizational differences. We use a questionnaire including standardized instruments like the Unified Theory of Acceptance (UTAUT). Results indicated that nurses in Germany compared to in the US do not use nursing process documentation to the same extent. The main reasons behind the low usage in comparison with the US are deficits in ease-of-use, system performance and the high expenditure of time and paper work for charting nursing plans.","Evaluation study, Acceptance model, Clinical information systems, Technology Acceptance"
,,Paper,Advancing Nursing Informatics in the Next Decade: Recommendations from an International Survey,Maxim Topaz,"Charlene Ronquillo, Laura-Maria Peltonen, Lisiane Pruinelli, Raymond Francis Sarmiento, Martha K. Badger, Samira Ali, Adrienne Lewis, Mattias Georgsson, Eunjoo Jeon, Jude L. Tayaben, Chiu-Hsiang Kuo, Tasneem Islam, Janine Sommer, Hyunggu Jung, Gabrielle Jacklin Eler and Dari Alhuwail","In the summer of 2015, the International Medical Informatics Association Nursing Informatics Special Interest Group (IMIA NISIG) Student Working Group developed and distributed an international survey of current and future trends in nursing informatics. The survey was developed based on current literature on nursing informatics trends and translated into six languages. Respondents were from 31 different countries in Asia, Africa, North and Central America, South America, Europe, and Australia. This paper presents the results of responses to the survey question: “What should be done (at a country or organizational level) to advance nursing informatics in the next 5-10 years?” (n responders=272). Using thematic qualitative analysis, responses were grouped into five key themes: 1) Education and training; 2) Research; 3) Practice; 4) Visibility; and 5) Collaboration and integration. We also provide actionable recommendations for advancing nursing informatics in the next decade.","Nursing informatics, future trends, big data science, standard terminologies, informatics competencies"
,,Paper,Functionality of Triggers for Epilepsy Patients Assessed by Text and Data Mining of Medical and Nursing Records,Eija Kivek?s,"Ulla-Mari Kinnunen, Pekka Paananen, Reetta K?lvi?inen, Kaisa Haatainen and Kaija Saranto","A trigger is a powerful tool for identifying adverse events to measure the level of any kind of harm caused in patient care. Studies with epilepsy patients have illustrated that using triggers as a methodology with data mining may increase patient well-being. The purpose of this study is to test the functionality and validity of the previously defined triggers to describe the status of epilepsy patient’s well-being. In both medical and nursing data, the triggers described patients’ well-being comprehensively. The narratives showed that there was overlapping in triggers. The preliminary results of triggers encourage us to develop some reminders to the documentation of epilepsy patient well-being. These provide healthcare professionals with further and more detailed information when necessary.","Trigger, data mining, text mining, medical records, nursing documentation"
,,Paper,Computerization of a Nursing Chart According to the Nursing Process,Mar?a B. Schachner,"Zulma A. Gonz?lez, Janine A. Sommer, Francisco J. Recondo, Fernando D. Gassino, Daniel R. Luna and Sonia E. Ben?tez","The benefits associated with the computerization of clinical records are known since a long time ago. Documentation evolution from paper to electronic format aims to always improve communication, reduce errors and facilitate continuity of care. Ideally when improvements to nursing records are contemplated, they should consider the nurses needs, new functionality workflow impacts and correspondence with representation models of standardized data that are specific to their domains practices. The aim of this study was to describe the development and implementation of computerized nursing record at Hospital Italiano de Buenos Aires.","Electronic nursing record, Nursing process, Nursing taxonomy, Electronic health records"
,,Paper,Utilizing Health Analytics in Improving Emergency Room Performance,Mohamed Khalifa,,"Emergency room performance improvement has been a major concern for healthcare professionals and researchers. ER patients’ length of stay and percentage of patients leaving without treatment are two of the most important indicators for performance monitoring and improvement. The main objective of this study is to utilize health analytics methods in identifying areas of deficiency, potential improvements and recommending effective solutions to enhance ER performance. ER data of 2014 were retrospectively retrieved in January 2015 and analyzed for significant variables affecting inpatient admission rates. Patient Acuity Level was the significant variable on which the recommendations were based. A Fast-Track area was redesigned and dedicated for managing lower acuity level patients; CTAS levels 4 and 5. The performance of the ER has been monitored for the first six months of 2015 and compared to 2014. 29% improvement was achieved on shortening the total ER LOS and 30% improvement was achieved on the percentage of patients leaving ER without treatment.","Health Analytics, Emergency Room, Improving Performance, ER Length of Stay, Patients Left Without Treatment."
,,Paper,Analyzing 30-Day Readmission Rate for Heart Failure Using Different Predictive Models,Satish Mahajan,Prabir Burman and Michael Hogarth,"The Center for Medicare and Medical Services in the United States compares hospital’s readmission performance to the facilities across the nation using a 30-day window from the hospital discharge. Heart Failure (HF) is one of the conditions included in the comparison, as it is the most frequent and the most expensive diagnosis for hospitalization. If risk stratification for readmission of HF patients could be carried out at the time of discharge from the index hospitalization, corresponding appropriate post-discharge interventions could be arranged. We, therefore, sought to compare two different risk prediction models using 48 clinical predictors from electronic health records data of 1037 HF patients from one hospital. We used logistic regression and random forest as methods of analyses and found that logistic regression with bagging approach produced better predictive results (C-Statistics: 0.65) when compared to random forest (C-Statistics: 0.61).","Predictive models, readmission, heart failure, Electronic Health Records, Logistic Regression, Random Forest"
,,Paper,Quality Evaluation of Nursing Observation Based on a Survey of Nursing Documents Using NursingNAVI® Contents in JAPAN,Satoko Tsuru,"Miho Omori, Manami Inoue and Fumiko Wako","We have identified three foci of the nursing observation and nursing action respectively. Using these frameworks, we have developed the structured knowledge model for a number of diseases and medical interventions. We developed this structure based NursingNAVI® contents collaborated with some quality centred hospitals. Authors analysed the nursing care documentations of post-gastrectomy patients in light of the standardized nursing care plan in the “NursingNAVI®” developed by ourselves and revealed the “failure to observe” and “failure to document”, which leaded to the volatility of the patients’ data, conditions and some situation. This phenomenon should have been avoided if nurses had employed a standardized nursing care plan. So, we developed thinking process support system for planning, delivering, recording and evaluating in daily nursing using NursingNAVI® contents. It is important to identify the problem of the volatility of the patients’ data, conditions and some situation. We developed a survey tool of nursing documents using NursingNAVI® Content for quality evaluation of nursing observation. We recommended some hospitals to use this survey tool. Fifteen hospitals participated the survey using this tool. It is estimated that the volatilizing situation. A hospital which don’t participate this survey, knew the result. So the hospital decided to use NursingNAVI® contents in HIS. It was suggested that the system has availability for nursing OJT and time reduction of planning and recording without volatilizing situation.","Volatility of situation, quality assurance, nursing informatics, structured knowledge, thinking process, professional judgment"
,eHealth in Its Different Aspects,Paper,The Role of Nurses in E-Health: The MobiGuide Project Experience,Enea Parimbelli,"Lucia Sacchi, Roxana Budasu, Carlo Napolitano, Mor Peleg and Silvana Quaglini","Leveraging the experience of the European project MobiGuide, this paper elaborates on the nurses’ role in developing, delivering and evaluating e-health based services. We focus on the home monitoring of atrial fibrillation. Patients enrolled in our study are provided with a smartphone and an ECG sensor, and receive recommendations, reminders and alerts concerning medications and measurements that they should perform through a mobile decision support system that is constantly updated by a backend system. Patients’ data are sent to health care personnel that may visualize them, and act accordingly. Nurses play a central role in such setting. After being involved in the design of the caregiver interface, they are responsible for the patients’ enrollment phase (which includes patients’ training), for the daily checking of incoming data, for the triage of patients’ complaints, and for the final phase of the study where patients are interviewed about their experience with the system.","nursing informatics, telemedicine, atrial fibrillation"
,,Paper,Tripartite Governance: Enabling Successful Implementations with Vulnerable Populations,Margaret Ann Kennedy,,"Vulnerable populations are often at a distinct disadvantage when it comes to the implementation of health information systems in an equitable, appropriate, and timely manner. The disadvantages experienced by vulnerable populations are innumerable and include lack of representation, lack of appropriate levels of funding, lack of resources and capacity, and lack of representation. Increasingly, models of representation for complex implementations involve a tripartite project governance model. This tripartite partnership distributes accountability across all partners, and ensures that vulnerable populations have an equitable contribution to the direction of implementation according to their needs. This article shares lessons learned and best practices from complex tripartite partnerships supporting implementations with vulnerable populations in Canada.","Tripartite partnerships, vulnerable populations, health information system implementation, project governance, lessons learned"
,,Paper,Nurses’ Contribution to Health Information Technology of Iran’s 2025 Health Map: A Review of the Document,Farahnaz Sadoughi,Tania Azadi and Tannaz Azadi,"Implementation of eHealth strategy in Iran has a history less than 17 years. Iran’s eHealth strategy is developed in 2011 and is called “Iran’ 2025 Health Map: Health Information Technology”. Considering the important role of nurses in providing healthcare services as well as in future long term plans such as sustainable development, it is of high value to pay attention to nurses’ contribution in developing eHealth strategies. Thus the purpose of this study was to investigate nurses’ contribution to health information technology of Iran’s 2025 health map. This study was a qualitative study conducted in 2015 through reviewing the “Iran’ 2025 Health Map: Health Information Technology” official report. The strategy published in three volumes and in Persian language was downloaded through the official website of the office of Statistics and Information Technology of Iranian Ministry of Health and Medical Education (MOHME). Two main themes were identified in the report indicating areas which nurses’ roles were clearly stated. The findings revealed that nurses’ contribution is not clearly stated in the strategy. However, there are a few areas highlighting nurses’ involvement such as “determining beneficiary groups” and “information dissemination”. It is suggested that more attention needs to be paid in contribution of nurses in further actions to revise the Iran’s eHealth strategy.","Nurses, Contribution, Iran’s 2025 Health Map, Health Information Technology, eHealth Strategy, Document Review"
,,Paper,National eHealth Implementation: Country Experience,Gudrun Audur Hardardottir,Asta Thoroddsen,"A national eHealth strategy is presumed to empower health professionals, patients and citizens to increase patient safety and quality of health care delivery. A national eHealth infrastructure encompassing a secure HealthNet, interconnected electronic health records, e-prescriptions, a national medication database and a patient portal has been implemented in Iceland. The timely and secure access to patient information by health professionals through a single portal, independent of where the patient received care, is expected to increase continuity of care, decrease duplication of data and tests, increase efficiency, increase cost effectiveness and benefit citizens in several ways. The eHealth strategy needs to be evaluated using comparable indicators.","eHealth, electronic health record, information sharing, national strategy, patient portal, patient safety, quality of care"
,,Paper,Health@Home Moves All About the House!,Gail R. Casper,"Patricia F. Brennan, Catherine Arnott Smith, Nicole E. Werner and Yuqi He","It is now well recognized that patients play an important and active role in self-care and disease management, and many of these activities happen in their homes. Information technologies to support such care might be better used if they were designed taking into account the physical context of the home and the health information management needs of the residents. We conducted home-based interviews of 20 adults including an extensive analysis of their personal health information management (PHIM) tasks. Here we present these task descriptions, locations of their performance, and distribution across space and time. Implications for the informatics community include accommodating the distributed nature of tasks in the design of consumer technologies.","personal health information management, self-care, information technologies, home context"
,,Paper,Older Consumers’ Readiness for e-Health in New Zealand,Michelle Honey,Susan Waterworth and Htein Aung,"The increase in numbers of older people in the population and their incidence of long term conditions means their readiness for e-health is imperative. This cross sectional survey set in primary health care in New Zealand sought to understand how older people are accessing health information. A convenience sample (n=263) found one third had been on-line and this was more likely to be those with poorer health. Free telephone services and receiving health information in person were preferred, with little use of email or text messaging found. Information found on-line was considered useful to understand their health conditions, treatment options and for decision-making.","Elderly, seniors, ICT, internet use, older people, information literacy"
