년도,분류,형태,제목,1저자,공저자,초록,키워드
2021,Data Analytics and the Use of Nursing Data,Poster,Development of a Systematic Approach to Consultation Record Data from Cancer Consultation and Support Centers,Miwa Mitoma,"Masumi Azuma, Kyoko Ishigaki, Yoshiaki Miyauchi, Miyuki Fukushima, Masahito Tanimizu and Haruhiko Nishimura","The purpose of this study is to extract features and structure them using text mining and to analyze changes over time on consultation records accumulated in a cancer consultation and support center database from 2009 to 2018. The textmining approach worked effectively under conditions of expanding data, and a cooccurrence network revealed patterns and trends in the content of consultations.","Data mining, cancer consultation and support centers"
2021,Data Analytics and the Use of Nursing Data,Poster,Development of Nursing Informatics in Mainland China: A Bibliometric Analysis,Jialin Liu,"Siru Liu, Tao Zheng and Jinbo Fang","This study aimed to understand the status of nursing informatics in Mainland China. Articles on nursing informatics, published between 2009 and 2018, were retrieved from the CNKI (China National Knowledge Infrastructure) database. A total of 51 papers were identified and analyzed. The journals, annual publications, and co-occurrence of keywords were analyzed with the bibliometric analysis. The result will help us better understand the nursing informatics research in mainland China.","Nursing informatics, bibliometric analysis, China"
2021,Data Analytics and the Use of Nursing Data,Poster,Learning from an Incident Reporting System: Developing a Strategy to Prevent Medication Errors Among Nursing Students,Shwu-Fen Chiou,Kuei-Fen Liu,Medication errors occur during clinical learning for nursing students. This study aimed to develop learning cases to prevent medication errors using analysis of data from an incident reporting system. This study utilized an action research approach to develop learning cases. These learning cases were implemented with problem-based learning (PBL) method and self-learning materials strategies. The results showed that repeated occurrences of medication errors and near misses were reduced after implementing the new teaching strategy.,"Incident reporting system, medication error, nursing education"
2021,Data Analytics and the Use of Nursing Data,Poster,Ontology-Based Natural Language Processing of Social Media Data in the Assessment of Health Information Sought During Pregnancy,Joo Yun Lee,,"This study analyzed collected social media data from South Korea containing keywords related to “pregnancy” using ontology-based natural language processing. Of the 504,725 documents, those containing concepts related to “maternal emotion” were the most frequent, followed by “family support”. Social media were used as a means of exchanging information and expressing emotions.","Pregnant women, social networking, consumer health informatics"
2021,Data Analytics and the Use of Nursing Data,Poster,Pattern Analysis of Inpatient Falls in a Tertiary Hospital,Jihye Kim,Insook Cho,"We analyzed the spatial and temporal patterns of inpatient falls in a tertiary hospital. Data were obtained from the adverse-event self-reporting system and the electronic nursing record system of the hospital. Through chart reviews we reclassified the cases. Most falls occurred by the bedside, followed by the restroom and hallway, and they occurred most often between 2 a.m. and 6 a.m. These findings indicate when and where nurses should be most alert about falls.","Inpatient falls, pattern analysis, electronic nursing records, adverse-event self-reporting system"
2021,Data Analytics and the Use of Nursing Data,Poster,Research Themes and Hotspots in Nursing Informatics Education Based Co-Word Analysis,Jialin Liu,"Siru Liu, Yi Yang and Jinbo Fang","The purpose of the study is to identify research topics and hotspots in nursing informatics education during the period of 2009-2018. The relevant literature of nursing informatics education was retrieved from the Web of Science Core Collection (WoSCC). This study identified three research themes and hotspots in nursing informatics education using co-word analysis. The themes are curriculum, technology, and nursing informatics. The results provide useful information for researchers to research topic choices and in-depth research.","Nursing informatics, education, co-word analysis"
2021,Data Analytics and the Use of Nursing Data,Poster,The Health Check-Up Data-Analysis for Risk Assessment of Chronic Kidney Disease (CKD) in Taiwan,Ming-Shu Chen,"Mao-Jhen Jhou, Chi-Jie Lu and Chung-Chih Hung","Early detection of chronic kidney disease ( CKD ) for high-risk population adults is very important. It has a common risk factor and causal relationship with chronic diseases such as diabetes, hypertension and cardiovascular disease etc. The results of this study provide that for early high-risk factors detection in CKD healthy population can be used by home care to recommend adjuvant treatment.","Chronic kidney disease, data analytics, deep learning, early detection"
2021,Data Analytics and the Use of Nursing Data,Poster,Theatre Performance Dashboard: Development and Challenges,Ahmad Abdel-Hafez,Michelle Winning and Michael Gill,"Manual theatre performance measurement is resource yearning and inaccurate. To automate the process, we built a dashboard which provides interactive visualisation of key performance metrics related to operating theatres. The aim is to assist in the efficient management of surgical services and provide visibility on metrics trending over time for health service facilities.","Dashboard, data visualisation, decision support, clinical informatics"
2021,Data Analytics and the Use of Nursing Data,Poster,The Use of the Nursing Interventions Classification in Identifying the Workload of a Nursing Team in a Pediatric Oncology Center,Jiwen Sun,Yihan Li and Nanping Shen,The activities/interventions performed by the nursing team and the time required for their performance have become a widely discussed topic due to their impact on the quality of patient safety and staff working conditions. Nursing Interventions Classification (NIC) was used as a more accurate indicator as it identified activities/interventions. This study analyzed the workload distribution of nursing team in a pediatric oncology center.,"Nursing, nursing interventions classification, work sampling, workload"
2021,Digital Health Nursing Workforce Development,Paper,A Proposed Approach to Investigate Whether Postgraduate Health Care Management Education in Australian Universities Facilitates the Development of Informatics Competencies,Mark Brommeyer,"Mark Mackay, Zhanming Liang, Louise Schaper and Peter Balan","Competencies have emerged as being important in healthcare. AIDH has health informatics competencies and ACHSM has health service management competencies but as health care is rapidly changing, it is important that the required competencies continue to evolve. The aim is to investigate whether postgraduate health care management education in Australian universities facilitates the development of informatics competencies. The proposed approach followed the NWCPHP ‘Steps Used to Effectively Map Preexisting Courses to Competency Sets’ to map the health informatics competency statements against the ACHSM accredited and RACMA recognised, postgraduate health care management programs offered domestically in Australia. The initial results show that only 10% of the AHICF competencies were fully addressed, 12% of the AHICF competencies were mostly addressed, 28% were partially addressed, and 50% of the AHICF competencies were not addressed at all. The proposed course competency mapping approach demonstrates that there is a need to revisit the informatics competencies taught in postgraduate health care management programs in Australia.","Workforce, competency, nursing informatics"
2021,Digital Health Nursing Workforce Development,Paper,Advancing Nursing Informatics Through Clinical Placements: Pilot Study,Zerina Lokmic-Tomkins,"Sandeep Brar, Neville Lin, Melvin Khor, Kate Mathews and Karl Lawlor","Work integrated learning in the space of nursing informatics is a new concept in Australian nursing curriculum. This study examined nursing students’ experiences in the pilot nursing informatics clinical placement centered on electronic medical records, their use in patient care and clinical decision making. Students completed reflective diaries of their learning during the four-week placement. Data was explored by thematic analysis. Emergent themes included: importance of adequate training in using EMR; impact of EMR on nursing workflow and patient care; shaping future career choices; forming rewarding relationships; and potential for improvements. These themes will be used to enhance teaching and learning opportunities as this pilot placement evolves into permeant part of the nursing curriculum.","Work-integrated learning, nursing informatics, graduate entry to practice nursing, electronic medical records"
2021,Digital Health Nursing Workforce Development,Paper,"An Interdisciplinary Partnership Approach to Improving the Digital Literacy Skills of Nursing Students to Become Digitally Fluent, Work-Ready Graduates",Zerina Lokmic-Tomkins,"Lindy Cochrane, Tania Celeste and Morag Burnie","Digital transformation and the development of a digitally fluent nursing workforce are necessary for engagement with digital technologies in healthcare settings. For this purpose, educators aim to develop workforce-ready graduates equipped with disciplinary knowledge, expertise, and digital capabilities supportive of further professional development. Having identified a subset of nursing students with low levels of digital literacy, the nursing faculty engaged with library services and the academic skills unit to develop and embed a sustainable Nursing Digital Literacy Module in the graduate entry to practice nursing program. This paper reports on the model created and early evaluation of the student uptake of the module.","Digital literacy, digital health, nursing students, education, workforce, library"
2021,Digital Health Nursing Workforce Development,Paper,Defining Nursing Informatics: A Narrative Review,Lisa Reid,"Anthony Maeder, Didy Button, Katrina Breaden and Mark Brommeyer","Healthcare has experienced rapid transformation with the development of digital technologies which aim to make healthcare safer and more efficient. In response, health informatics has evolved, including nursing informatics, which integrates nursing, information and communication technologies (ICT) and professional knowledge to improve patient outcomes. New language has developed to describe informatics and its processes; however, this has generally been poorly understood. This paper will describe current definitions of nursing informatics from three different healthcare contexts: Australia, the United States of America and Canada, to identify the similarities and differences between these definitions and to summarise the distinct bodies of knowledge described by each country. These countries have amongst the oldest definition attempts in the literature. A pragmatic approach was taken in this narrative review, working forward from historic references and backwards from recent references extracted from published health and nursing informatics literature.","Informatics, nursing, definition"
2021,Digital Health Nursing Workforce Development,Paper,Development of Nursing Workflows and Device Requirement Principles with the Implementation of an Electronic Medical Record System,Anthony Pham,"Rebecca Jedwab, Janette Gogler and Naomi Dobroff","The past decade has seen the implementation of electronic medical record (EMR) systems being implemented across large-scale healthcare organisations throughout Australia. A first-time implementation of an organisational-wide EMR system required a multi-modal approach to the development of new nursing workflows and appropriate selection of hardware devices to ensure acceptance and adoption of the EMR. The aim of this work was to develop new nursing workflows and associated device requirement principles to allow for continuation of safe, high quality nursing care with an EMR implementation. The incorporation of multidisciplinary consultations, an audit, observational study and clinical and governance stakeholder engagement was used to develop device requirement principles. This ensured development of standardised nursing workflows were successfully adopted throughout the organisation with the EMR implementation.","Electronic medical record, nursing, workflow, medication safety"
2021,Digital Health Nursing Workforce Development,Paper,Enabling Digital Professionalism: Analysis of the Australian and United Kingdom Nursing Education Standards,Carey Mather,,"Growth in use of digital technology for leisure and learning has created challenges for healthcare environments globally. Its rapid evolution in nursing continues to outpace the more sporadic updating of registered nurse standards, guidelines and codes of professional conduct. Revised standards in Australia and the United Kingdom establish the contemporary governance context for the educational preparation of registered nurses. A document analysis of these standards reveals an omit of guidance regarding the expected knowledge, skills, attitudes and behaviour of undergraduate nurses about when and how to access and use of digital technology on campus, and during work integrated learning. Documents governing nursing do not currently foster the development of digital professionalism, an essential component of professional identity formation, which is necessary to acquire prior to graduation as a registered nurse.","Digital, framework, nurse, professionalism, standards, student, technology"
2021,Digital Health Nursing Workforce Development,Paper,Identifying How to Support Nurse Educators Nationally to Teach Nursing Informatics,Michelle Honey,Emma Collins and Sally Britnell,"Preparing nurses for practice and ensuring nursing informatics is included in their curricula is a challenge for many nurse educators. This study asked nurse educators from around New Zealand (n=40) what they perceived as the concerns, barriers and facilitators to implementing nursing informatics within their curricula. Among the findings a key issue is the constantly evolving nature of information and communication technology in healthcare and nursing which results in the ongoing need for professional development to keep up-to-date. Outcomes from this study are recommendations which will inform our next steps in this project to support nurse educators provide the best education possible for new nurses.","Nurse teachers, nursing education, professional development, curricula"
2021,Digital Health Nursing Workforce Development,Paper,Maternal and Child Healthcare Service by Portable Health Clinic System Using a Triage Protocol,Rafiqul Islam,"Kimiyo Kikuchi, Yoko Sato, Rieko Izukura, Nusrat Jahan, Nazneen Sultana, Meherun Nessa, Fumihiko Yokota, Mariko Nishikitani, Ashir Ahmed and Naoki Nakashima","The number of deaths of a mother and child caused by maternal and child healthcare (MCH) issues has been greatly decreased recently, but still, the number is extremely high especially in developing countries. Although the governments have been given a priority in this issue, the lack of financial and human resources brings a limit. Thus, the use of low-cost but appropriate technology is required. Portable Health Clinic (PHC), a telemedicine system developed for providing primary healthcare, is such a technology. This study aimed to address this MCH issue with the aid of a low-cost PHC service involving a continuum-of-care protocol to the rural communities of Bangladesh. Moreover, this study introduces a triage protocol to distinguish high-risk patients from the early stage of the continuum of care who need special care and refer to specialized physicians to prevent unwanted deaths.","Telemedicine, MCH triage, decision support, preventive healthcare"
2021,Digital Health Nursing Workforce Development,Paper,Methodology for the Development of the Australian National Nursing and Midwifery Digital Health Capability Framework,Elizabeth Cummings,"Greg Moran, Leanna Woods, Helen Almond, Paula Procter, Meredith Makeham, Naomi Dobroff, Ken Griffin, Julie Reeves, Shelley Nowlan, Angela Ryan and Louise Schaper",Internationally healthcare organisations and governments are grappling with the issue of upskilling healthcare workforces in relation to digital health. Significant research has been undertaken in relation to documenting essential digital health capability requirements for the workforce. In 2019 the Australian Digital Health Agency funded work by the Australasian Institute of Digital Health to develop a National Nursing and Midwifery Digital Health Capability Framework. This paper describes the methodological approach used in the development of the Framework.,"Capability framework, digital health, health workforce, nursing, midwifery"
2021,Digital Health Nursing Workforce Development,Paper,Nursing Informatics Competency After Experiencing Simulated Electronic Health Records: Descriptive Study,Jeeyae Choi,Lisa Bove and Valerie Tarte,"Nursing has embraced flexible online advanced education as a means of increasing the supply of nurse professionals. Virtual simulation and other adaptive learning technologies enhance learning efficiency and student outcomes. A simulated electronic health record (DocuCare) was adopted in an online graduate nursing informatics course. An assignment using DocuCare to learn core concepts of nursing informatics was developed for graduate students enrolled in a nursing informatics course. A validated standard informatics survey instrument was used to measure three individual domains (basic computer skills, roles, and advanced computer skills (clinical informatics)) as well as the combined informatics competency level. Overall, the nursing informatics competency level was between competent and proficient; basic computer skills and roles were above proficient; and advanced computer skills (clinical informatics) fell between competence and proficient levels.","Virtual simulation, electronic health records, nursing informatics, online learning"
2021,Digital Health Nursing Workforce Development,Paper,Standardised Holographic Patients: An Evaluation of Their Role in Developing Clinical Reasoning Skills,Emma Collins,Liz Ditzel,"In 2019, two standardised holographic patients viewed through a mixedreality (MR) HoloLens headset were used in a structured learning activity to develop clinical reasoning skills among second-year nursing students (N=99, 94%). Quantitative results indicated that all students felt that being able to closely view holographic patients enhanced their learning experience. Qualitative results showed that the best feature of the MR technology was being able to clinically assess the patient in a safe facilitated environment. Further analysis revealed that students were at the ‘beginning’ or ‘developing’ skill level of the vpLCJR. These findings confirm that using standardized holographic patients offers a dynamic and effective experience for students and helps students to develop clinical reasoning and judgement skills. The technology also allows educators to determine a student’s development of clinical judgement skills and tailor learning experiences to further develop these skills.","HoloLens, clinical reasoning, clinical judgment, nursing students"
2021,Digital Health Nursing Workforce Development,Paper,Using Real-Time Data to Develop and Improve Teaching of Clinical Skills in Virtual Nursing Simulation Laboratories During COVID-19 Pandemic,Zerina Lokmic-Tomkins,"Philippa Marriott, Annie Tuddenham and Joanne Martin","During COVID-19 pandemic public health measures, face-to-face simulation laboratories were cancelled. A rapid transition to online teaching environments required staff and students to rapid upskilling in digital literacy. The purpose of this article is to describe a model of virtual nursing simulation laboratory implemented in graduate entry to practice Master’s nursing program to teach clinical skills. The model used cloud-based communication app Zoom and real time feedback data to improve content delivery, student engagement and confidence in skill development. This model was co-designed with the student cohort to ensure students, as stakeholders, had a voice in having their education needs met during these challenging times.","Real-time data, information, nursing simulation laboratories"
2021,Digital Health Nursing Workforce Development,Paper,Using Technology as a Novel Method to Develop Students’ Clinical Reasoning Skills Through Virtual Collaborative Learning in Scriptwriting,Anecita Gigi Lim,Michelle Honey,"One of the most important skills students need to learn in applying pharmacotherapeutics is clinical reasoning. This study aimed to evaluate the impact of virtual collaboration in scriptwriting as a teaching approach to develop clinical reasoning skills. Data was from student feedback (n=102). Discussing conceptual questions in a collaborative learning environment with peers proved to support the development of clinical reasoning skills as the activity increased interactivity, improved understanding and retention. Findings show that the development of clinical reasoning skills were enhanced with the use of scriptwriting as a virtual collaborative activity.","Nursing education, virtual collaboration, educational use of technology"
2021,Digital Health Nursing Workforce Development,Poster,A Digital Care Pathway to Access Healthcare Without Time and Place Restrictions,Pia Liljamo,"Janika Wahlberg, Hanna Mikkonen and Jarmo Reponen","A digital care pathway is a secure digital service channel for patients in a care relationship with a specialized health care hospital in Finland. It is part of the Health Village portal built in co-operation with the Virtual Hospital project by five Finnish university hospitals led by Helsinki University Hospital. Health Village services make healthcare services available to all Finns regardless of place of residence and income level, thus improving the equality of citizens.","Digitalization, e-Health, Healthcare services, e-Welfare"
2021,Digital Health Nursing Workforce Development,Poster,A Systematic Approach to Supporting Faculty Knowledge Development in Nursing and Health Informatics,Paula Procter,,Using a systematic communication strategy the knowledge of nursing/health informatics amongst Faculty members has been developed resulting in the inclusion of informatics across the curriculum as part of the essential role of nurses and other healthcare practitioners in all areas of practice.,"Knowledge acquisition, healthcare informatics, University educators"
2021,Digital Health Nursing Workforce Development,Poster,PhD Nursing Students’ Perceptions Towards Clinical Informatics Course,Jialin Liu,"Siri Liu, Mei Fu and Jinbo Fang",This paper aims to investigate PhD nursing students’ perceptions regarding a clinical informatics course. Open-ended questionnaires and reviews were used to explore the students’ perception of the course. A total of 84.62% (11/13) students responded to the survey. Only four respondents had an understanding of clinical informatics and others did not. All the respondents considered clinical informatics to be a very important and useful course for PhD nursing students.,"Clinical informatics, course, nursing student, perception"
2021,Digital Health Nursing Workforce Development,Poster,Description of the Process to Validate the Mexican Nurse Informatics Competency Self-Assessment Scale,Erika Lozada-Perezmitre,"Erick Landeros-Olvera, Rosa Maria Galicia-Aguilar, Laura-Maria Peltonen, Raji Nibber, Adrienne Lewis, Lorraine Block, Lisiane Pruinelli, Charlene Ronquillo and Maxim Topaz","Nurses need to have sufficient competencies in nursing informatics to be able to provide safe and efficient care. The Self-Assessment of Nursing Informatics Competencies Scale (SANICS) has been developed and validated as a self-report measure of informatics competencies in Western settings. In this work, we describe the ongoing study that aims to validate and translate SANICS into the Mexican setting.","Nursing Informatics, competencies, SANICS, psychometrics"
2021,Digital Health Nursing Workforce Development,Poster,Development and Evaluation of a Web-Based System to Learn Skills for Removing Personal Protective Equipment for Highly Infectious Diseases,Shota Sato,Sachiko Iijima and Yoko Muranaka,"We developed a web-based learning system for healthcare workers to learn the skills for removing personal protective equipment for highly infectious diseases. The system was implemented on a trial basis and healthcare workers evaluated its usability and their motivation to learn. Usability was similar to that of typical systems. Motivation scores were high, indicating confidence and satisfaction with the system.","Web-based learning system, removing, personal protective equipment, highly infectious disease, motivation, usability"
2021,Digital Health Nursing Workforce Development,Poster,Development of a Tool for Hospital Nurses’ Fatigue Self-Management That Can Be Used for Organizational Management,Sayaka Hoshino,Yoko Muranaka,"The purpose of this research is to develop a tool for fatigue selfmanagement for hospital nurses. It is based on a nursing fatigue management education program that we have developed by utilizing the airline industry's Fatigue Risk Management System (FRMS). More specifically, this research aims to develop a tool to check fatigue and sleep conditions, deepen the knowledge about fatigue management, devise a measure to avoid the risk of fatigue, and continuously conduct evaluation.","Fatigue self-management-learning, shift work, nurse"
2021,Digital Health Nursing Workforce Development,Poster,Development of Nursing Informatics Competencies Evaluation Index System of Clinical Nurses,Yuan Chen,"Lijuan Yan, Weiliang Zheng, Bixia Lin, Linjing Wu, Zhimin Wu and Polun Chang","For lack of effective and reliable assessment tools of nursing informatics competencies (NIC), we used literature research method, nominal group technology (NGT) and delphi technique to construct an evaluation index system of NIC for clinical nurses, which can provide reference for establishing a training system of talents of nursing informatics.","Nursing informatics competency, evaluation indicator system, delphi technique"
2021,Digital Health Nursing Workforce Development,Poster,Evaluating Nurse Data Navigation Training Program: A Quality Improvement Project,Annette Horton,Shannon Roser,"Nursing ability to navigate data by sourcing, visualizing, and managing data provides for skill and insights development. Effectiveness of clinical, operational and strategic decision making is underpinned by sound understanding of the data. The object of this quality improvement project is to design, deliver and evaluate a nursing specific training program using spreadsheet software Excel to improve nurse competence and confidence in data navigation.","Data navigation, nurse training, Novice-to-Expert nursing practice, clinical, decision support, nursing informatics"
2021,Digital Health Nursing Workforce Development,Poster,Exploring Nursing Students’ Learning Experiences in Improving Their Health Information Technology Competency in Interdisciplinary Cooperation: An Innovative Pilot Study,Hsieh Chia-Jung,Hsu Tzu-Chi and Hsu Pei-Chang,"This study aims to explore nursing students’ learning experiences in improving their health information technology competency in interdisciplinary cooperation. Through the nursing student training for designing thinking focused on smart health, we revealed the profound learning experience through interdisciplinary cooperation as well as the practice of problem solving, not only strengthens the students’ health information technology competency, but ignites their creative thinking and creativity, altogether enhances their competitiveness in health care industry.","Health information technology competency, interdisciplinary cooperation, home care management, cooperative learning"
2021,Digital Health Nursing Workforce Development,Poster,Interprofessional Informatics Education: A Digital Health Game,Leanne M Currie,"Victoria Wood, Joseph Anthony and John Cheng",The purpose of this project was to develop and implement an interprofessional informatics curriculum. We developed a digital health serious game at the centre of this curriculum where the focus was a team-based approach to learning technologies used in the healthcare setting. The overall satisfaction scores were moderately high after the game. Serious games can be engaging for health sciences students.,"Informatics education, serious game, interprofessional education"
2021,Digital Health Nursing Workforce Development,Poster,Pilot Research to Develop a Nursing Digital Health Capability Framework in Chile,Antonia Benavente,"Eugenia Urra, Carol Hullin and Helen Almond","The Global Digital Health Strategy emphasizes digital health workforce development to reach a sustainable health system. In Chile, a digital health capability framework to support the transition towards digital health and workforce development is still missing. A survey will be applied at a national level. The Development of a Chilean Nursing Digital Health Capability Framework will identify the capabilities of nurses in digital health innovation and improve the quality and safety of healthcare nationwide.","Nursing workforce development, nursing informatics education, workforce capacity, health policy"
2021,Digital Health Nursing Workforce Development,Poster,Supporting the Development of Informatics Competencies Among Senior Nurse Leaders in Canada,Gillian Strudwick,"Lynn Nagle, Margaret Ann Kennedy, Peggy White, Brian Lo and Leanne Currie","This poster will provide an overview of the various initiatives completed to support the development of informatics competencies among senior nurse leaders in Canada. These initiatives have included a literature review to uncover competencies of relevance to the Canadian context, and a Delphi study to achieve consensus on the competencies for Canada. Current and future plans will be discussed to translate these competencies into practice among senior nurse leaders.","Nursing informatics, competencies, leadership; administration"
2021,Digital Health Nursing Workforce Development,Poster,Undergraduate Nurses’ Attitude Change to Health Technology Implementation,Elizabeth Mills,Paula Procter,"The poster will report upon a longitudinal study exploring the attitudes towards the implementation of health technology into clinical and community nursing practice from the perspective of third year undergraduate students studying adult, child, mental health and learning disability nursing.","Student nurses, health technology implementation, attitude change"
